Model,Description,Harga_MD,Harga_IPP,Harga_SDP,Harga_ADP,Harga_DPP,Harga_MSRP,Harga_Non_DPP,Category,Sumber,Warranty,Brand
DH-IPC-B1E20-A,"2-MP 1/3.2"" CMOS image sensor, low luminance, and high definition image. Outputs max. 2 MP (1920 × 1080)@30 fps. H.265 codec, high compression rate, u",399000,399000,399000,399000,399000,775000,,IPC 1 Series,Dahua IPC 1 Series,3 Years Warranty,Dahua
DH-IPC-D1E20-A,"2-MP 1/3"" CMOS image sensor, low luminance, and high definition image. Outputs max. 2 MP (1920 × 1080)@25/30 fps. H.265 codec, high compression rate, ",399000,399000,399000,399000,399000,775000,,IPC 1 Series,Dahua IPC 1 Series,3 Years Warranty,Dahua
DH-IPC-T1E20-A,"2-MP 1/3.2"" CMOS image sensor, low luminance, and high definition image. Outputs max. 2 MP (1920 × 1080)@30 fps. H.265 codec, high compression rate, u",399000,399000,399000,399000,399000,775000,,IPC 1 Series,Dahua IPC 1 Series,3 Years Warranty,Dahua
DH-IPC-HFW1239TC1-A-PRO,"2-MP 1/2.8"" CMOS image sensor, low luminance, and high definition image. Outputs max 2 MP (1920 × 1080)@25/30 fps. H.265 codec, high compression rate,",807400,807400,807400,807400,0,1623000,,IPC 1 Series,Dahua IPC 1 Series,3 Years Warranty,Dahua
DH-IPC-HDW1239T1-A-PRO,"2-MP 1/2.8"" CMOS image sensor, low luminance, and high definition image. Outputs max 2 MP (1920 × 1080)@25/30 fps. H.265 codec, high compression rate,",807400,807400,807400,807400,0,1623000,,IPC 1 Series,Dahua IPC 1 Series,3 Years Warranty,Dahua
DH-IPC-HFW1439TC1-A-PRO,"4-MP 1/3"" CMOS image sensor, low luminance, and high definition image. Outputs max 4 MP (2560 × 1440)@25/30 fps. H.265 codec, high compression rate, u",1097250,1097250,1097250,1097250,0,2229000,,IPC 1 Series,Dahua IPC 1 Series,3 Years Warranty,Dahua
DH-IPC-HDW1439T1-A-PRO,"4-MP 1/3"" CMOS image sensor, low luminance, and high definition image. Outputs max 4 MP (2560 × 1440)@25/30 fps. H.265 codec, high compression rate, u",1097250,1097250,1097250,1097250,0,2229000,,IPC 1 Series,Dahua IPC 1 Series,3 Years Warranty,Dahua
DH-IPC-HFW2249TL-S-PRO,"2-MP 1/2.9"" CMOS image sensor, low luminance, and high definition image. Outputs max. 2 MP (1920 ×1080)@25/30 fps. H.265 codec, high compression rate,",952560,952560,952560,952560,0,2020000,,IPC 2 Series ,Dahua IPC 2 Series ,3 Years Warranty,Dahua
DH-IPC-HFW2249M-S-B-PRO,"2-MP 1/2.9"" CMOS image sensor, low luminance, and high definition image. Outputs max. 2 MP (1920 ×1080)@25/30 fps. H.265 codec, high compression rate,",952560,952560,952560,952560,0,2020000,,IPC 2 Series ,Dahua IPC 2 Series ,3 Years Warranty,Dahua
DH-IPC-HDW2249T-S-PRO,"2-MP 1/2.9"" CMOS image sensor, low luminance, and high definition image. Outputs max. 2 MP (1920 ×1080)@25/30 fps. H.265 codec, high compression rate,",952560,952560,952560,952560,0,2020000,,IPC 2 Series ,Dahua IPC 2 Series ,3 Years Warranty,Dahua
DH-IPC-PTS2649C-3E3Z-4GB20,Displays videos in two channels at the same time 1/2.8” 3Megapixel CMOS WizColor technology 6x hybrid zoom Two-way talk SMD3.0 Siren and Light Active ,3520000,3520000,3520000,3520000,0,7457000,,IPC 2 Series ,Dahua IPC 2 Series ,3 Years Warranty,Dahua
DH-F3D-PV,"3-MP 1/2.8"" CMOS image sensor, low luminance, and high definition image. Outputs max. 3 MP (2304 × 1296) @25/30 fps. H.265 codec, high compression rat",474470,474470,474470,474470,552000,746000,,Wireless Series,Dahua Wireless Series,3 Years Warranty,Dahua
DH-P3F-PV,"1/2.8"" CMOS WizColor technology Wi-Fi 6 H.265 encoding SMD3.0 Perimeter protection Two-way Talk Auto Tracking Lite Preset Patrol IP66 protection",834300,834300,834300,834300,971000,1305000,,Wireless Series,Dahua Wireless Series,3 Years Warranty,Dahua
DH-P5F-PV,"1/1.8"" CMOS WizColor technology Wi-Fi 6 H.265 encoding SMD3.0 Perimeter protection Two-way Talk Auto Tracking Lite Preset Patrol IP66 protection",978500,978500,978500,978500,1138000,1528000,,Wireless Series,Dahua Wireless Series,3 Years Warranty,Dahua
DH-BP3EW-4G,"3-MP image sensor, low illuminance, and high definition image. Outputs max 3 MP (2304 × 1296)@15 fps. H.265 codec, high compression rate, ultra-low bi",1143300,1143300,1143300,1143300,1330000,1784000,,Wireless Series,Dahua Wireless Series,3 Years Warranty,Dahua
DH-PFB1210W,"Built of ABS material, it is highly durable and cost-effective. Lightweight and easy to dismantle. Small and stylish, it is suitable for installation ",20200,20200,20200,20200,24000,42000,,Wireless Series,Dahua Wireless Series,3 Years Warranty,Dahua
DH-HAC-HDW1500-U-IL,"* The parameters and datasheets below can only be applied to A51-U-IL-S2 series. * In order to use the 5MP 16:9 and the Smart Dual Light HDCVI camera,",424428,424428,424428,424428,0,835000,,HAC Series,Dahua HAC Series,3 Years Warranty,Dahua
DH-XVR5104HS-4KL-I3/T,"• 4-ch Analog Video Input, Max. 4K@15fps/5MP@25fps Encoding Capability • Max. 8-ch IP Video Input (Up to 8MP) • 4-ch Two-way Talk • AI Functions: 4-ch",2484374,2484374,2484374,2484374,0,4575000,,XVR Series,Dahua XVR Series,3 Years Warranty,Dahua
DH-XVR5108HS-4KL-I3/T,"• 8-ch Analog Video Input, Max. 4K@15fps/5MP@25fps Encoding Capability • Max. 16-ch IP Video Input (Up to 8MP) • 8-ch Two-way Talk • AI Functions: 8-c",4382317,4382317,4382317,4382317,0,8059000,,XVR Series,Dahua XVR Series,3 Years Warranty,Dahua
DH-XVR5116H-4KL-I3/T,"• 16-ch Analog Video Input, Max. 4K@15fps/5MP@25fps Encoding Capability • Max. 32-ch IP Video Input (Up to 8MP) • 16-ch Two-way Talk • AI Functions: 8",6216684,6216684,6216684,6216684,0,11435000,,XVR Series,Dahua XVR Series,3 Years Warranty,Dahua
DH-XVR5216AN-4KL-I3/T,"• 16-ch Analog Video Input, Max. 4K@15fps/5MP@25fps Encoding Capability • Max. 32-ch IP Video Input (Up to 8MP) • 16-ch Two-way Talk • AI Functions: 8",8761042,8761042,8761042,8761042,0,16115000,,XVR Series,Dahua XVR Series,3 Years Warranty,Dahua
DHI-ASI6214D-W,4.3 inch glass touch screen with a resolution of 272 × 480. 2-MP wide-angle dual-lens camera with IR illumination and DWDR. Multiple unlock methods in,2205000,2205000,2205000,2205000,2205000,3545000,,Aceess Control Series,Dahua Aceess Control Series,3 Years Warranty,Dahua
DHI-VTH2421FB-P,"· 7"" TFT Capacitive touch screen, 1024 x 600 · IPC surveillance · Alarm integration · High performance & Cost-effective · Built-in 8GB Micro SD card ·",1374764,1374764,1374764,1374764,0,2420000,,Door Phone Series,Dahua Door Phone Series,3 Years Warranty,Dahua
DH-IPC-HFW2249T-ZAS-IL,"2-MP 1/2.9"" CMOS image sensor, low illuminance, and high definition image. Outputs max 2 MP (1920 × 1080)@25/30 fps. H.265 codec, high compression rat",6355182,6355182,6355182,6355182,6355182,6355182,,SMB Model Series,Dahua SMB Model Series,3 Years Warranty,Dahua
DH-IPC-HDW2249T-ZS-IL,"2-MP 1/2.9"" CMOS image sensor, low illuminance, and high definition image. Outputs max 2 MP (1920 × 1080)@25/30 fps. H.265 codec, high compression rat",5922468,5922468,5922468,5922468,5922468,5922468,,SMB Model Series,Dahua SMB Model Series,3 Years Warranty,Dahua
DH-IPC-HFW2449T-ZAS-IL,"4-MP 1/2.9"" CMOS image sensor, low luminance, and high definition image. Outputs max. 4 MP (2688 × 1520)@20 fps, and supports 2560 ×1440 (2560 × 1440)",7442252,7442252,7442252,7442252,7442252,7442252,,SMB Model Series,Dahua SMB Model Series,3 Years Warranty,Dahua
DH-IPC-HDW2449T-ZS-IL,"4-MP 1/2.9"" CMOS image sensor, low illuminance, and high definition image. Outputs max 4 MP (2560 × 1440)@25/30 fps. H.265 codec, high compression rat",6736842,6736842,6736842,6736842,6736842,6736842,,SMB Model Series,Dahua SMB Model Series,3 Years Warranty,Dahua
DH-IPC-HFW2849T-ZAS-IL,"8-MP 1/2.7"" CMOS image sensor, low luminance, and high definition image. Outputs max. 8 MP (3840 × 2160)@20 fps, and supports 2688 × 1520 (2688 × 1520",8612944,8612944,8612944,8612944,8612944,8612944,,SMB Model Series,Dahua SMB Model Series,3 Years Warranty,Dahua
DH-IPC-HDBW2841R-ZAS,"8-MP 1/2.7"" CMOS image sensor, low luminance, and high definition image. Outputs max. 8 MP (3840 × 2160) @20 fps, and supports 2688 ×1520 (2688 × 1520",8278460,8278460,8278460,8278460,8278460,8278460,,SMB Model Series,Dahua SMB Model Series,3 Years Warranty,Dahua
DH-IPC-HDW2849T-ZS-IL,"8-MP 1/2.7"" CMOS image sensor, low illuminance, and high definition image. Outputs max 8 MP (3840 × 2160)@20 fps and supports 2688 × 1520 (2688 × 1520",8194839,8194839,8194839,8194839,8194839,8194839,,SMB Model Series,Dahua SMB Model Series,3 Years Warranty,Dahua
DH-SD4E425MB-HNR-A-PV1,1/2.8” 4Megapixel CMOS 25x optical zoom Starlight technology Max. 25/30fps@4M IR distance up to 100m WizTracking Built-in dual mics and a speaker for ,21489600,21489600,21489600,21489600,21489600,21489600,,SMB Model Series,Dahua SMB Model Series,3 Years Warranty,Dahua
DH-SDT4E425-4F-GB-A-PV1-S2,"Overview channel: 1/2.8"" 4Megapixel F1.0 CMOS Detail channel: 1/2.8""4Megapixel CMOS 25× optical zoom Max. 25/30 fps@4M IR distance up to 100m Xinghan ",31023763,31023763,31023763,31023763,31023763,31023763,,SMB Model Series,Dahua SMB Model Series,3 Years Warranty,Dahua
DHI-NVR4116HS-8P-EI,"Supports Smart H.265+, H.265, Smart H.264+, H.264 and MJPEG decoding formats. Max. 256 Mbps incoming/recording/outgoing bandwidth. Max. decoding capab",11453642,11453642,11453642,11453642,11453642,11453642,,SMB Model Series,Dahua SMB Model Series,3 Years Warranty,Dahua
DHI-NVR4216-16P-EI,"Supports Smart H.265+, H.265, Smart H.264+, H.264 and MJPEG decoding formats. Max. 256 Mbps incoming/recording/outgoing bandwidth. Max. decoding capab",16471683,16471683,16471683,16471683,16471683,16471683,,SMB Model Series,Dahua SMB Model Series,3 Years Warranty,Dahua
DHI-NVR4416-16P-EI,"Supports Smart H.265+, H.265, Smart H.264+, H.264 and MJPEG decoding formats. Max. 256 Mbps incoming/recording/outgoing bandwidth. Max. decoding capab",23325000,23325000,23325000,23325000,23325000,23325000,,SMB Model Series,Dahua SMB Model Series,3 Years Warranty,Dahua
DHI-NVR4432-16P-EI,"Supports Smart H.265+, H.265, Smart H.264+, H.264 and MJPEG decoding formats. Max. 256 Mbps incoming/recording/outgoing bandwidth. Max. decoding capab",31544982,31544982,31544982,31544982,31544982,31544982,,SMB Model Series,Dahua SMB Model Series,3 Years Warranty,Dahua
DHI-NVR5208-EI2,"Supports Smart H.265+, H.265, Smart H.264+, H.264 and MJPEG decoding formats. Max. decoding capability: 40 × 1080p@30 fps or 8 × 8MP@30 fps. Max. 448/",26808650,26808650,26808650,26808650,26808650,26808650,,SMB Model Series,Dahua SMB Model Series,3 Years Warranty,Dahua
DHI-NVR5216-EI2,"Supports Smart H.265+, H.265, Smart H.264+, H.264 and MJPEG decoding formats. Max. decoding capability: 40 × 1080p@30 fps or 10 × 8MP@30 fps. Max. 448",32869490,32869490,32869490,32869490,32869490,32869490,,SMB Model Series,Dahua SMB Model Series,3 Years Warranty,Dahua
DHI-NVR5232-EI2,"Supports Smart H.265+, H.265, Smart H.264+, H.264 and MJPEG decoding formats. Max. decoding capability: 40 × 1080p@30 fps or 10 × 8MP@30 fps. Max. 448",31023300,31023300,31023300,31023300,31023300,31023300,,SMB Model Series,Dahua SMB Model Series,3 Years Warranty,Dahua
DHI-NVR5416-EI2,"Supports Smart H.265+, H.265, Smart H.264+, H.264 and MJPEG decoding formats. Max. decoding capability: 40 × 1080p@30 fps or 10 × 8MP@30 fps. Max. 448",37019400,37019400,37019400,37019400,37019400,37019400,,SMB Model Series,Dahua SMB Model Series,3 Years Warranty,Dahua
DHI-NVR5432-EI2,"Supports Smart H.265+, H.265, Smart H.264+, H.264 and MJPEG decoding formats. Max. decoding capability: 40 × 1080p@30 fps or 10 × 8MP@30 fps. Max. 448",43330078,43330078,43330078,43330078,43330078,43330078,,SMB Model Series,Dahua SMB Model Series,3 Years Warranty,Dahua
DHI-NVR5464-EI2,"Supports Smart H.265+, H.265, Smart H.264+, H.264 and MJPEG decoding formats. Max. decoding capability: 40 × 1080p@30 fps or 10 × 8MP@30 fps. Max. 448",46863432,46863432,46863432,46863432,46863432,46863432,,SMB Model Series,Dahua SMB Model Series,3 Years Warranty,Dahua
DHI-NVR5816-EI2,"Supports Smart H.265+, H.265, Smart H.264+, H.264 and MJPEG decoding formats. Max. decoding capability: 40 × 1080p@30 fps or 10 × 8MP@30 fps. Max. 448",47490850,47490850,47490850,47490850,47490850,47490850,,SMB Model Series,Dahua SMB Model Series,3 Years Warranty,Dahua
DHI-NVR5832-EI2,"Supports Smart H.265+, H.265, Smart H.264+, H.264 and MJPEG decoding formats. Max. decoding capability: 40 × 1080p@30 fps or 10 × 8MP@30 fps. Max. 448",55743308,55743308,55743308,55743308,55743308,55743308,,SMB Model Series,Dahua SMB Model Series,3 Years Warranty,Dahua
DHI-NVR5864-EI2,"Supports Smart H.265+, H.265, Smart H.264+, H.264 and MJPEG decoding formats. Max. decoding capability: 40 × 1080p@30 fps or 10 × 8MP@30 fps. Max. 448",62717034,62717034,62717034,62717034,62717034,62717034,,SMB Model Series,Dahua SMB Model Series,3 Years Warranty,Dahua
DHI-ITC436-PW9H-IZP,> High-performance CMOS image sensor and processor that supports continuously extracting metadata 24/7. > Supports continuously extracting metadata 24,19500000,19500000,19500000,19500000,19500000,19500000,,Parking Barrier,Dahua Parking Barrier,3 Years Warranty,Dahua
DHI-IPMECD-1062-R,"Dahua Series 106 dual direction telescopic and straight arm barrier (default right, 2.7m-4.5m)",15800000,15800000,15800000,15800000,15800000,15800000,,Parking Barrier,Dahua Parking Barrier,3 Years Warranty,Dahua
DHI-IPMECD-1062-L,"Dahua Series 106 dual direction telescopic and straight arm barrier (default left, 2.7m-4.5m)",15800000,15800000,15800000,15800000,15800000,15800000,,Parking Barrier,Dahua Parking Barrier,3 Years Warranty,Dahua
IPMECD-0162-M30,"Straight arm (left and right, 3m)--2s",1750000,1750000,1750000,1750000,1750000,1750000,,Parking Barrier,Dahua Parking Barrier,3 Years Warranty,Dahua
IPMECD-0162-M40,"Straight arm (left and right, 4m)--3.5s",2250000,2250000,2250000,2250000,2250000,2250000,,Parking Barrier,Dahua Parking Barrier,3 Years Warranty,Dahua
DHI-IPMECD-1061-R,"Dahua Series 106 dual direction folding arm barrier (default right, 1.5m-1.5m, 2m-2m)",16500000,16500000,16500000,16500000,16500000,16500000,,Parking Barrier,Dahua Parking Barrier,3 Years Warranty,Dahua
DHI-IPMECD-1061-L,"Dahua Series 106 dual direction folding arm barrier (default left, 1.5m-1.5m, 2m-2m)",16500000,16500000,16500000,16500000,16500000,16500000,,Parking Barrier,Dahua Parking Barrier,3 Years Warranty,Dahua
IPMECD-0161-M1515,"Folding arm (left and right, 1.5m-1.5m)--2s",5100000,5100000,5100000,5100000,5100000,5100000,,Parking Barrier,Dahua Parking Barrier,3 Years Warranty,Dahua
IPMECD-0161-M2020,"Folding arm (left and right, 2m-2m)--3.5s",5100000,5100000,5100000,5100000,5100000,5100000,,Parking Barrier,Dahua Parking Barrier,3 Years Warranty,Dahua
DHI-IPMECR-A6,1.Emission Frequency: 60 GHz–64 GHz 2.Response Time: 60 ms 3.Detection Region: 0–6 m (adjustable)_x000B_4.Support debugging by Bluetooth and serial po,4500000,4500000,4500000,4500000,4500000,4500000,,Parking Barrier,Dahua Parking Barrier,3 Years Warranty,Dahua
IPMECD-106X-01,Remote Control for WingX Origin,550000,550000,550000,550000,550000,550000,,Parking Barrier,Dahua Parking Barrier,3 Years Warranty,Dahua
ITSZJ-1202-10,radar bracket: for multi-radar solution installation,2500000,2500000,2500000,2500000,2500000,2500000,,Parking Barrier,Dahua Parking Barrier,3 Years Warranty,Dahua
DHI-ASGB110K-L,"Single Swing Barier - Left ,with 1 card reader (No hole)",38500000,38500000,38500000,38500000,38500000,38500000,,Pedestrian Turnstile,Dahua Pedestrian Turnstile,3 Years Warranty,Dahua
DHI-ASGB110K-R,"Single Swing Barier - Right ,with 1 card reader (No hole)",38500000,38500000,38500000,38500000,38500000,38500000,,Pedestrian Turnstile,Dahua Pedestrian Turnstile,3 Years Warranty,Dahua
DHI-ASGB120K-D,"Single Swing Barier - Middle ,with 2 card readers (No hole)",55000000,55000000,55000000,55000000,55000000,55000000,,Pedestrian Turnstile,Dahua Pedestrian Turnstile,3 Years Warranty,Dahua
DHI-ASGB210Y-L,"Single Swing Barier - Left ,with 1 card reader (No hole)",53500000,53500000,53500000,53500000,53500000,53500000,,Pedestrian Turnstile,Dahua Pedestrian Turnstile,3 Years Warranty,Dahua
DHI-ASGB220Y-D,"Single Swing Barier - Right ,with 1 card reader (No hole)",75500000,75500000,75500000,75500000,75500000,75500000,,Pedestrian Turnstile,Dahua Pedestrian Turnstile,3 Years Warranty,Dahua
DHI-ASGB210Y-R,"Single Swing Barier - Middle ,with 2 card readers (No hole)",53500000,53500000,53500000,53500000,53500000,53500000,,Pedestrian Turnstile,Dahua Pedestrian Turnstile,3 Years Warranty,Dahua
DHI-ASGY110A-L,"Single Flap Barier - Left ,with 1 card reader (No hole)",45450000,45450000,45450000,45450000,45450000,45450000,,Pedestrian Turnstile,Dahua Pedestrian Turnstile,3 Years Warranty,Dahua
DHI-ASGY110A-R1,"Single Flap Barier - Right 1 ,with 1 card reader (No hole)",45450000,45450000,45450000,45450000,45450000,45450000,,Pedestrian Turnstile,Dahua Pedestrian Turnstile,3 Years Warranty,Dahua
DHI-ASGY110A-R2,"Single Flap Barier - Right 2 ,with 1 card reader (No hole)",45450000,45450000,45450000,45450000,45450000,45450000,,Pedestrian Turnstile,Dahua Pedestrian Turnstile,3 Years Warranty,Dahua
DHI-ASGY120A-D1,"Single Flap Barier - Middle 1 ,with 2 card readers (No hole)",62500000,62500000,62500000,62500000,62500000,62500000,,Pedestrian Turnstile,Dahua Pedestrian Turnstile,3 Years Warranty,Dahua
DHI-ASGY120A-D2,"Single Flap Barier - Middle 2 ,with 2 card readers (No hole)",62500000,62500000,62500000,62500000,62500000,62500000,,Pedestrian Turnstile,Dahua Pedestrian Turnstile,3 Years Warranty,Dahua
ASF053-ZJ,Backet for turnstile installation,1200000,1200000,1200000,1200000,1200000,1200000,,Pedestrian Turnstile,Dahua Pedestrian Turnstile,3 Years Warranty,Dahua
DHI-ASGF001R,Remote control receiver for turnstile,550000,550000,550000,550000,550000,550000,,Pedestrian Turnstile,Dahua Pedestrian Turnstile,3 Years Warranty,Dahua
DHI-ASGF002S,Remote control transmitter for turnstile,550000,550000,550000,550000,550000,550000,,Pedestrian Turnstile,Dahua Pedestrian Turnstile,3 Years Warranty,Dahua
DHI-ASM101A,"ID Card, IC Card, Fingerprint Enrollment Reader",3050000,3050000,3050000,3050000,3050000,3050000,,Pedestrian Turnstile,Dahua Pedestrian Turnstile,3 Years Warranty,Dahua
DHI-HY-C102-4,,1607654,1607654,1607654,1607654,1607654,5434884,,Conventional Fire Alarm System,Dahua Conventional Fire Alarm System,3 Years Warranty,Dahua
DHI-HY-C102-8,,1990429,1990429,1990429,1990429,1990429,6728904,,Conventional Fire Alarm System,Dahua Conventional Fire Alarm System,3 Years Warranty,Dahua
DHI-HY-CFP2012B,,4323158,4323158,4323158,4323158,4323158,14615000,,Conventional Fire Alarm System,Dahua Conventional Fire Alarm System,3 Years Warranty,Dahua
DHI-HY-CFP2016B,,5211158,5211158,5211158,5211158,5211158,17617000,,Conventional Fire Alarm System,Dahua Conventional Fire Alarm System,3 Years Warranty,Dahua
DHI-HY-CFP2020B,,6075789,6075789,6075789,6075789,6075789,20540000,,Conventional Fire Alarm System,Dahua Conventional Fire Alarm System,3 Years Warranty,Dahua
DHI-HY-C131,,74779,74779,74779,74779,74779,252800,,Conventional Fire Alarm System,Dahua Conventional Fire Alarm System,3 Years Warranty,Dahua
DHI-HY-C132,,65432,65432,65432,65432,65432,221200,,Conventional Fire Alarm System,Dahua Conventional Fire Alarm System,3 Years Warranty,Dahua
DHI-HY-C135,,180872,180872,180872,180872,180872,611460,,Conventional Fire Alarm System,Dahua Conventional Fire Alarm System,3 Years Warranty,Dahua
DHI-HY-C134,,116842,116842,116842,116842,116842,395000,,Conventional Fire Alarm System,Dahua Conventional Fire Alarm System,3 Years Warranty,Dahua
DHI-HY-C136,,109832,109832,109832,109832,109832,371300,,Conventional Fire Alarm System,Dahua Conventional Fire Alarm System,3 Years Warranty,Dahua
DHI-HY-C134-RE,,130863,130863,130863,130863,130863,442400,,Conventional Fire Alarm System,Dahua Conventional Fire Alarm System,3 Years Warranty,Dahua
DHI-HY-C136-RE,,123853,123853,123853,123853,123853,418700,,Conventional Fire Alarm System,Dahua Conventional Fire Alarm System,3 Years Warranty,Dahua
DHI-HY-CA340R,,574583,574583,574583,574583,574583,1942452,,Conventional Fire Alarm System,Dahua Conventional Fire Alarm System,3 Years Warranty,Dahua
DHI-HY-CF640R,,410536,410536,410536,410536,410536,1387872,,Conventional Fire Alarm System,Dahua Conventional Fire Alarm System,3 Years Warranty,Dahua
DHI-HY-C133,,93474,93474,93474,93474,93474,316000,,Conventional Fire Alarm System,Dahua Conventional Fire Alarm System,3 Years Warranty,Dahua
DHI-HY-C121,,93474,93474,93474,93474,93474,316000,,Conventional Fire Alarm System,Dahua Conventional Fire Alarm System,3 Years Warranty,Dahua
DHI-HY-C0321,,116842,116842,116842,116842,116842,395000,,Conventional Fire Alarm System,Dahua Conventional Fire Alarm System,3 Years Warranty,Dahua
DHI-HY-C124,,188443,188443,188443,188443,188443,637056,,Conventional Fire Alarm System,Dahua Conventional Fire Alarm System,3 Years Warranty,Dahua
DHI-HY-C122,,115253,115253,115253,115253,115253,389628,,Conventional Fire Alarm System,Dahua Conventional Fire Alarm System,3 Years Warranty,Dahua
DHI-HY-C123,,123853,123853,123853,123853,123853,418700,,Conventional Fire Alarm System,Dahua Conventional Fire Alarm System,3 Years Warranty,Dahua
DHI-HY-C151,,93474,93474,93474,93474,93474,316000,,Conventional Fire Alarm System,Dahua Conventional Fire Alarm System,3 Years Warranty,Dahua
DHI-HY-C152,,116842,116842,116842,116842,116842,395000,,Conventional Fire Alarm System,Dahua Conventional Fire Alarm System,3 Years Warranty,Dahua
DHI-HY-C153,,191621,191621,191621,191621,191621,647800,,Conventional Fire Alarm System,Dahua Conventional Fire Alarm System,3 Years Warranty,Dahua
DHI-HY-C154,,180872,180872,180872,180872,180872,611460,,Conventional Fire Alarm System,Dahua Conventional Fire Alarm System,3 Years Warranty,Dahua
DHI-HY-C155,,70105,70105,70105,70105,70105,237000,,Conventional Fire Alarm System,Dahua Conventional Fire Alarm System,3 Years Warranty,Dahua
DHI-HY-C156,,245368,245368,245368,245368,245368,829500,,Conventional Fire Alarm System,Dahua Conventional Fire Alarm System,3 Years Warranty,Dahua
DHI-HY-SSDZ,,191621,191621,191621,191621,191621,647800,,Conventional Fire Alarm System,Dahua Conventional Fire Alarm System,3 Years Warranty,Dahua
DHI-HY-RI151,,46737,46737,46737,46737,46737,158000,,Conventional Fire Alarm System,Dahua Conventional Fire Alarm System,3 Years Warranty,Dahua
DHI-HY-LDB32,,607579,607579,607579,607579,607579,2054000,,Conventional Fire Alarm System,Dahua Conventional Fire Alarm System,3 Years Warranty,Dahua
DHI-HY-LDR32,,1635789,1635789,1635789,1635789,1635789,5530000,,Conventional Fire Alarm System,Dahua Conventional Fire Alarm System,3 Years Warranty,Dahua
DHI-HY-LDM32,,880989,880989,880989,880989,880989,2978300,,Conventional Fire Alarm System,Dahua Conventional Fire Alarm System,3 Years Warranty,Dahua
DH-SD4F420DA-HNY,"1/1.8"" 4Megapixel CMOS. Warm light distance up to 80m. Face detection. Perimeter Protection. 20× hybrid zoom. Max. 2688 × 1520@20 fps and 2560 × 1440@",6930000,6930000,6930000,6930000,0,14679000,,PTZ Series,Dahua PTZ Series,3 Years Warranty,Dahua
DH-H3AS,"Supports 3 MP (2304 × 1296)@15 fps. H.265 codec, high compression rate, ultra-low bit rate. Built-in multi-core light, the max IR distance is 20 m and",325000,325000,325000,325000,378000,514000,,Wireless Series,Dahua Wireless Series,3 Years Warranty,Dahua
DH-H5AS,"Supports 5 MP (2880 × 1620)@15 fps. H.265 codec, high compression rate, ultra-low bit rate. Built-in multi-core light, the max IR distance is 20 m and",475000,475000,475000,475000,553000,748000,,Wireless Series,Dahua Wireless Series,3 Years Warranty,Dahua
DH-HAC-HFW1801TLMP-IL-T,"* The parameters and datasheets below can only be applied to1801-IL-T series. * In order to use the Smart Dual Light HDCVI camera, the firmware of XVR",815970,815970,815970,815970,0,1600000,,HAC Series,Dahua HAC Series,3 Years Warranty,Dahua
DH-HAC-HDW1801TQP-IL-T,"* The parameters and datasheets below can only be applied to1801-IL-T series. * In order to use the Smart Dual Light HDCVI camera, the firmware of XVR",787478,787478,787478,787478,0,1545000,,HAC Series,Dahua HAC Series,3 Years Warranty,Dahua
DH-HAC-PT1200H1P-IL-T,"* In order to use the Smart Dual Light HDCVI camera, the firmware of XVR must be upgraded to V4.001.0000004.1.R.220323 or later version. · Max 30 fps@",399970,399970,399970,399970,0,785000,,HAC Series,Dahua HAC Series,3 Years Warranty,Dahua
DHI-PM16-F201PD,"1920*1080 portable screen 60hz refreash rate, 2 x TYPE-C, 1 x HDMI 1.4 VESA 75*75mm, 250 cd/m²  SPEAKER",1259000,1259000,1259000,1259000,1259000,1649000,,Monitor Series,Dahua Monitor Series,3 Years Warranty,Dahua
DH-PFB2203W,Basic water-proof Rapid installation For 3 screws to fix,113824,113824,113824,113824,0,195000,,Accessories Series,Dahua Accessories Series,3 Years Warranty,Dahua
THC-B120-PC,"2MP CMOS Sensor, 20m IR, Outdoor EXIR Bullet, ICR, 0.02 Lux/F1.2, 12 VDC, Smart IR, DNR, OSD Menu, IP66, 2.8/3.6mm Lens, Support HD-TVI/AHD/CVI/CVBS v",214720,214720,214720,214720,214720,256900,,HiLook Analog,HiLook Analog Solution,2 Years Warranty,HiLook
THC-T120-PC,"2MP CMOS Sensor, Indoor EXIR Eyeball, 20m IR,, ICR, 0.02 Lux/F1.2, 12 VDC, Smart IR, DNR, OSD Menu,  2.8/3.6mm Lens, Support HD-TVI/AHD/CVI/CVBS video",203720,203720,203720,203720,203720,243700,,HiLook Analog,HiLook Analog Solution,2 Years Warranty,HiLook
THC-B120-P,"2MP CMOS Sensor, 20m IR, Outdoor EXIR Bullet, ICR, 0.01 Lux/F1.2, 12 VDC, Smart IR, DNR, OSD Menu, IP66, 2.8/3.6mm Lens, Support HD-TVI/AHD/CVI/CVBS v",240680,240680,240680,240680,240680,287900,,HiLook Analog,HiLook Analog Solution,2 Years Warranty,HiLook
THC-T120-P,"2MP CMOS Sensor, Indoor EXIR Eyeball, 20m IR,, ICR, 0.01 Lux/F1.2, 12 VDC, Smart IR, DNR, OSD Menu,  2.8/3.6mm Lens, Support HD-TVI/AHD/CVI/CVBS video",225940,225940,225940,225940,225940,270300,,HiLook Analog,HiLook Analog Solution,2 Years Warranty,HiLook
